Mult_Handles,Rank,First,MI,Nickname,Last,Suffix,Retired,Service,user_name,user_id,user_description,Professional.nonmil,Professional.mil,Ac_TT,Politician,Private,female,reservist,job,Notes,LI.Handle,Tw.in.LI,Linkedin,Accusation,Reference,
NA,LTG,R.,Steven,,Whitcomb,,11/1/2010,Army,,,,0,0,0,0,0,,,,,,,,,,
NA,LTG,Francis,J.,,Wiercinski,,9/1/2013,Army,FJWiercinski,2255537113,"Founder and Managing Partner at Wiercinski and Associates, LLC, Retired Commanding General, US Army Pacific",0,NA,0,0,0,0,0,infantry,"questionable, https://www.army.mil/article/104777/us_army_pacific_commanding_general_retires",,,,,,
NA,LTG,Perry,L.,,Wiggins,,10/1/2016,Army,,,,0,0,0,0,0,,,,,,,,,,
NA,LTG,Darrell,K.,,Williams,,9/1/2020,Army,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/ltg-darrell-k-williams-us-army-retired-1ba964191?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BdOsy1AYrSVWwkL0BXki3wA%3D%3D,,,
NA,LTG,Michael,E.,,Williamson,,6/1/2017,Army,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/michael-williamson-2a279152?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BCUkJ0yqsSP%2B1HTSDv6L0Ug%3D%3D,,,
1,LTG,Terry,A.,,Wolff,,2/1/2014,Army,terrywolff6,3762038308,,0,NA,0,0,0,0,0,armor,"unlikely, https://docs.house.gov/meetings/as/as00/20130214/100260/hhrg-113-as00-bio-wolffl-20130214.pdf",,,https://www.linkedin.com/in/terry-wolff-a4419392?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3B757MabtOQHWOTjxDzA1WIg%3D%3D,,,
1,LTG,Terry,A.,,Wolff,,2/1/2014,Army,MGTerryWolff,105810876,,0,1,0,0,0,0,0,armor,https://docs.house.gov/meetings/as/as00/20130214/100260/hhrg-113-as00-bio-wolffl-20130214.pdf,,,https://www.linkedin.com/in/terry-wolff-a4419392?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3B757MabtOQHWOTjxDzA1WIg%3D%3D,,,
NA,LTG,Larry,D.,,Wyche,,9/1/2017,Army,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/larrywyche?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BRanCBCwwS8%2BJz4JATS1H4A%3D%3D,,,
NA,LTG,Richard,P.,,Zahner,,6/1/2012,Army,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/richard-zahner-9a489978?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3Bm%2B85CwPcRECnMoi7eMfTwg%3D%3D,,,
NA,MG,Carl,A.,,Alex,,1/1/2021,Army,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/caalex?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3Bsz4vLABFSX6iExK2GfzGJg%3D%3D,,,
NA,MG,Rodney,O.,,Anderson,,9/1/2012,Army,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/rodney33?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BgTDELyOJRA65y74qekXoTQ%3D%3D,,,
NA,MG,Charles,A.,,Anderson,,2/1/2012,Army,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/charles-chuck-anderson-30b11a31?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BOwlYVrKZSjmIUNT6fD7jWg%3D%3D,,,
NA,MG,Al,T.,,Aycock,,5/1/2016,Army,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/al-aycock?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3B92BQVePbSNKcs8ChjaFyZg%3D%3D,,,
NA,MG,Thomas,E.,,Ayres,,10/1/2017,Army,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/thomas-ayres-046a8312b?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BDfF5tOWCS8C%2FzzZ0Pusobw%3D%3D,,,
NA,MG,Byron,S.,,Bagby,,10/1/2011,Army,Bagby320FA,78596164,,0,NA,0,0,0,0,0,FA,"questionable, https://www.columbiatribune.com/story/news/2008/05/21/fulton-native-among-event-s/21508624007/",,,https://www.linkedin.com/in/byron-s-bagby?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BVBjh1RTARVqhQEhkNlsg9Q%3D%3D,,,
NA,MG,Jeffrey,L.,,Bailey,,2/1/2016,Army,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/jeff-bailey-574153b5?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BmXb08OJaRoSsbUdJaE9okw%3D%3D,,,
NA,MG,John,W.,,Baker,,1/1/2019,Army,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/john-w-baker-jr?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3B4%2BzDJFLgSkmsdoyLly6Zjw%3D%3D,,,
NA,MG,Christopher,S.,,Ballard,,8/1/2019,Army,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/christopher-s-ballard-461b8635?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3Bg8KIOPcSQFy58ABsXYrm5w%3D%3D,,,
NA,MG,Arthur,,,Bartell,,9/1/2013,Army,Leader6,,,0,0,0,0,0,0,0,FA,"https://amcsus.org/about/art-bartell/#:~:text=He%20was%20commissioned%20as%20an,the%20U.S.%20Naval%20War%20College.",,,https://www.linkedin.com/in/art-bartell-82b67129?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BllG3eoG0QrakJlva9KyI%2FA%3D%3D,,,
NA,MG,John,R.,,Bartley,,4/1/2012,Army,,,,0,0,0,0,0,,,,,,,,,,
NA,MG,Allen,W.,,Batschelet,,9/1/2016,Army,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/albatschelet?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BsXeGhXDKQDSnoacrNac4LA%3D%3D,,,
NA,MG,Bradley,A.,,Becker,,2/1/2020,Army,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/bradley-becker-162488198?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3B0S7OWRYLSMeveN8r018dCQ%3D%3D,Demoted for affair: https://taskandpurpose.com/news/army-lt-gen-bradley-becker-firing/,,
NA,MG,Christopher,F.,,Bentley,,10/1/2020,Army,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/cfbentley?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3Bb3ntcZEiRzS3O0nfkR6crA%3D%3D,,,
NA,MG,James,C.,,Boozer,Sr.,10/1/2015,Army,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/jim-boozer-2b308a242/overlay/contact-info/?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base%3BcnGKmZaNS%2FK5%2Fj5U1CaM%2FQ%3D%3D,,,
NA,MG,Joseph,A.,,Brendler,,12/1/2016,Army,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/joe-brendler-b323a339?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3Bc3OQEJRSS46DD%2B5KL3fHHg%3D%3D,,,
NA,MG,Heidi,V.,,Brown,,4/1/2017,Army,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/heidi-brown-aa50607?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BQY20BF1eR5GBsGrkmFuESg%3D%3D,,,
NA,MG,Robert,,,Brown,,10/1/2013,Army,,,,0,0,0,0,0,,,,,,,,,,
NA,MG,Patrick,W.,,Burden,,9/1/2020,Army,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/patrick-burden?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3Bfz9DvJ7mTS2W7jxG%2BcRVBA%3D%3D,,,
NA,MG,Sean,J.,,Byrne,,2/1/2011,Army,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/sean-byrne-3ba50011?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3B25ceQyvOQ86brv1LV%2BzJag%3D%3D,,,
NA,MG,Joseph,R.,,Calloway,,9/1/2021,Army,,,,0,0,0,0,0,,,,,,,,,,
NA,MG,Salvatore,F.,,Cambria,,9/1/2012,Army,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/sal-cambria-15377219?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BzqtZ%2FXKNTl2y8XvYLG0Bpg%3D%3D,,,
NA,MG,Joseph,,,Caravalho,Jr.,9/1/2017,Army,joecaravalhomd,9.10E+17,"CEO of @HJFMilMed, father & husband, retired @USArmy, Cardiologist. RT/Follow =/= endorsement.",0,0,0,0,0,0,0,medical,"https://www.hjf.org/leadership/joseph-caravalho-jr-md-mg-us-army-ret#:~:text=Caravalho%20served%20as%20the%20Joint,of%20medical%20and%20readiness%20issues.",,,,,,
NA,MG,Douglas,L.,,Carver,,9/1/2011,Army,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/douglas-l-carver-1338ba29?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BLJ7Nr4EBTdSDP5yCoImhVA%3D%3D,,,
NA,MG,James,E.,,Chambers,,9/1/2011,Army,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/james-chambers-10689a35?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BGaE9LU0EQlaPr%2BUlWfUKRg%3D%3D,,,
NA,MG,John,W.,,Charlton,,9/1/2018,Army,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/john-charlton-defense?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BsKUw%2Fs4nQvWfXCRKBad%2BAw%3D%3D,,,
NA,MG,Clarence,K.K.,,Chinn,,1/1/2018,Army,,,,0,0,0,0,0,,,,,,,,,,
NA,MG,Jeffrey,B.,,Clark,,7/1/2019,Army,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/jeffrey-clark-4a8422230?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BSe7T%2BSPORqW7eSYB46rjyg%3D%3D,,,
NA,MG,David,C.,,Coburn,,1/1/2020,Army,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/david-coburn-9b089a12?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BeWK2juL%2FQP29dmeVsg9EmQ%3D%3D,,,
NA,MG,Lynn,A.,,Collyar,,9/1/2014,Army,MGLynnCollyar,596840660,,0,NA,0,0,0,0,0,logistics,"questionable, https://history.redstone.army.mil/bio-collyar.html",,,https://www.linkedin.com/in/lynn-collyar-94152111?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BkrK1Odg2RIqFNOQhb%2BB4wg%3D%3D,,,
NA,MG,Jeffrey,N.,,Colt,,3/1/2018,Army,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/jeffrey-colt-81673b62?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BFzvn0zk4TQGA5CCK89qP3Q%3D%3D,,,
NA,MG,Peggy,C.,,Combs,,12/1/2018,Army,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/peggy-combs-12148569?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3Bb%2FSbaR3aQuylhr8PZduvEQ%3D%3D,,,
NA,MG,Kendall,P.,,Cox,,10/1/2015,Army,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/kendall-cox-56495428?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BaCPbq3dxSk21m6r9R4Dnjg%3D%3D,,,
NA,MG,Douglas,C.,,Crissman,,12/1/2021,Army,C2LdrDev,,"Passionate about developing leaders, strategic consulting, and outdoor adventure.",0,0,0,0,0,0,0,infantry,"https://www.usarcent.army.mil/About/Our-Leaders/Deputy-Commanding-General-Biography/#:~:text=MAJOR%20GENERAL%20DOUGLAS%20C.&text=Crissman%20assumed%20duties%20as%20the,with%20a%20Bachelor%20of%20Science.",,,https://www.linkedin.com/in/douglas-crissman?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3B%2FiVn5pwIRxyQPoNLdfponw%3D%3D,,,
NA,MG,William,T.,,Crosby,,3/1/2014,Army,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/crosbytim?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BEDZffJIJRoKREITgxTq3DA%3D%3D,,,
NA,MG,Thomas,R.,,Csrnko,,10/1/2010,Army,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/thomas-csrnko-97a53a28?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BcBsM0IpWQP%2BgJ059aWSvmA%3D%3D,,,
NA,MG,Anthony,A.,,Cucolo III,,9/1/2014,Army,cucolo_a,,Husband to Evi. Dogface Soldier (for Life). Currently leading a national non-profit employing people with disabilities.,0,0,0,0,0,0,0,infantry,https://www.thayerleadership.com/people/faculty/major-general-tony-cucolo,,,https://www.linkedin.com/in/tony-cucolo-67346135?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3Bql%2BdcC3qTZqWmnwldKEZ3g%3D%3D,,,
NA,MG,Brian,P.,,Cummings,,3/1/2021,Army,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/brian-cummings-3205863?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BYuBIvwhMReap8lIflUyB4w%3D%3D,,,
NA,MG,John,,,Custer III,,5/1/2011,Army,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/john-custer-1353262b?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3Brw6vbR7mRmCs3UpTMoUHAQ%3D%3D,,,
NA,MG,Russell,J.,,Czerw,,7/1/2010,Army,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/dr-russell-j-czerw-mg-ret-usa-28087834?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3B3vF9VbT8Tp6pG0i%2BETu5Rg%3D%3D,,,
NA,MG,Susan,A.,,Davidson,,9/1/2020,Army,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/susan-davidson-8576a821?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BdGUNBKxpStK12nQArq9KkA%3D%3D,,,
NA,MG,"Walter,",L.,,Davis,,1/1/2013,Army,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/walt-davis-4b80453b?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3B1efneqWgSke26OG7UkolrQ%3D%3D,,,
NA,MG,John,A.,,Davis,,9/1/2015,Army,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/john-davis-1a95a7ba?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3Bn%2BMHxdjdR%2BCXQ49bO%2F419g%3D%3D,,,
NA,MG,Gordon,B.,,Davis,Jr.,9/1/2018,Army,gbdavisjr,90823074,"Deputy Assistant Secretary General for Defense Investment, NATO HQ",0,0,1,0,0,0,0,infantry,"NATO Dep Sec Gen for Defense Investment, https://www.nato-pa.int/node/24778",,,https://www.linkedin.com/in/gordon-b-%E2%80%9Cskip%E2%80%9D-davis-jr-5063452a?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BRDTcqDPHSNGyErfR7Xicmw%3D%3D,,,
NA,MG,Genaro,J.,,Dellarocco,,9/1/2013,Army,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/genaro-dellarocco-936b8021?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BwSaba%2FB8Shmsu5%2BQCtZd8A%3D%3D,,,
NA,MG,Patrick,J.,,Donahoe,,,Army,PatDonahoeArmy,,,0,0,0,0,0,0,0,armor,https://www.benning.army.mil/leaders/MG-Donahoe.html,COLPatDonahoe,y,https://www.linkedin.com/in/patrickdonahoe?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BGWMuEA6sTuORNE1XZlK8%2Fg%3D%3D,,Retirement delayed for social media use,
NA,MG,Jeffrey,J.,,Dorko,,5/1/2012,Army,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/jeffrey-dorko-84426447?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BlyixKpDKRSWlgqAUBOHJaQ%3D%3D,,,
NA,MG,Edward,F.,,Dorman III,,bria,Army,PacificPrvdr6,3188144558,"MG Edward F. Dorman III is the Commanding General of the 8th Theater Sustainment Command  
(Following & RTs â‰  Endorsement)",0,1,0,0,0,0,0,infantry,https://www.ajlambert.com/history/hst_efd.pdf,,,https://www.linkedin.com/in/edward-dorman-04029b13?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BsGMiL2ckT7CL8cYsUlBAGQ%3D%3D,,,
NA,MG,Kenneth,S.,,Dowd,,7/1/2014,Army,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/ken-dowd-b274297b?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3Bl33gV1GCSO22B9c%2FUW2Yxg%3D%3D,,,
NA,MG,Bradley,K.,,Dreyer,,9/1/2021,Army,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/bradleykdreyer?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3B4okFWZOURzWSxAA6bZBhAA%3D%3D,,,
NA,MG,Robert,,,Dyess,Jr.,10/1/2018,Army,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/robert-dyess-653353156?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BDCIjO8%2F3RTW%2Fl%2BZZrM7X2g%3D%3D,,,
NA,MG,Raul,E.,,Escribano,,3/1/2021,Army,,,,0,0,0,0,0,,,,,,,,,,https://www.stripes.com/branches/army/2022-09-23/army-general-social-media-investigation-7441241.html
NA,MG,Stephen,E.,,Farmen,,10/1/2020,Army,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/stephen-farmen-major-general-retired-69832b170?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BRpLg9FcNSMmXif%2FKD%2BhrWQ%3D%3D,,,
NA,MG,Gina,S.,,Farrisee,,11/1/2012,Army,GFarrisee,1411050222,,0,0,0,0,0,1,0,personnel,https://docs.house.gov/meetings/GO/GO00/20131030/101456/HHRG-113-GO00-Bio-FarriseeG-20131030.pdf,,,https://www.linkedin.com/in/gina-farrisee-33496257?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BlD1NUOI6RkO6MKjdn4zP6g%3D%3D,,,
NA,MG,John,G.,,Ferrari,,9/1/2019,Army,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/john-g-ferrari?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3B2sQlidanQuynfBkVk%2Fmw4A%3D%3D,,,
NA,MG,Joseph,F.,,Fil,Jr.,8/1/2012,Army,,,,0,0,0,0,0,,,,,,,,Demoted for accepting Inappropriate gifts: ,https://media.defense.gov/2018/Jul/25/2001946623/-1/-1/1/H11-120936321.PDF,
NA,MG,Yves,J.,,Fontaine,,1/1/2012,Army,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/yves-fontaine-mg-fontaineconsulting?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BLkZOwDJiTxKNBhbO3mXqiw%3D%3D,,,
NA,MG,Robin,L.,,Fontes,,12/1/2020,Army,rfontes86,1023246060,,0,0,0,0,1,1,0,MP,https://www.arcyber.army.mil/About/Leaders/Biography/Article/2036809/maj-gen-robin-l-fontes/,,,https://www.linkedin.com/in/robin-l-fontes?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BDSyKNrzEQDCwsQi410548w%3D%3D,,,
NA,MG,George,J.,,Franz III,,9/1/2017,Army,gjfranz,,,0,0,0,0,0,0,0,intel,https://finchannel.com/former-u-s-army-general-and-cyber-expert-george-franz-joins-accenture-federal-services/,gjfranz,y,https://www.linkedin.com/in/george-franz-3a32533a?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3Biw1VzslXQvmKufcc9N3B5A%3D%3D,,,
NA,MG,Malcolm,B.,,Frost,,9/1/2019,Army,Malcolm_Frost,3126702959,"President, Malcolm Frost and Associates, LLC | Executive Leadership Development | Crisis Communications | Keynote Speaker",0,0,0,0,0,0,0,infantry,https://www.jble.af.mil/About-Us/Biographies/Display/Article/1251181/major-general-malcolm-b-frost/,,,https://www.linkedin.com/in/malcolm-frost?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3B%2FRq2QpQPSUeRoLzAKIf2gA%3D%3D,,,
NA,MG,William,K.,,Fuller,,12/1/2016,Army,,,,0,0,0,0,0,,,,,,,,,,
NA,MG,Anthony,C.,,Funkhouser,,12/1/2020,Army,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/anthony-funkhouser-p-e-65530611?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BCzVx%2BMD8QiyidIf3VZbx4g%3D%3D,,,
NA,MG,Peter,A.,,Gallagher,,7/1/2021,Army,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/pete-gallagher-828a2810?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3B9Bbfz5SNQ8WFy%2F%2FgQuL73w%3D%3D,,,
NA,MG,William,K.,,Gayler,,10/1/2021,Army,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/william-gayler?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3B2V2rWQlARVqIAANf8KtDBg%3D%3D,,,
NA,MG,John,A.,,George,,8/1/2021,Army,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/teamgeorge?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BS0xE1zVpSP6YvDO3h%2BCrHQ%3D%3D,,,
NA,MG,Karen,H.,,Gibson,,4/1/2020,Army,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/karen-gibson-aa4570184?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BYN8jxl2XRrOHRyQWigd3NA%3D%3D,,,
NA,MG,James,K.,,Gilman,,5/1/2013,Army,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/james-gilman-48358079?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BCvTbLqoRSCOOOe02njEdEw%3D%3D,,,
NA,MG,David,P.,,Glaser,,8/1/2021,Army,DaveGlaser42,1.28E+18,"Official Twitter for Dave Glaser, MG (RET),RTs/Follows/Favs â‰  End. #Altiora ~ Elder,XU, Syr &Sam Houston State. Proud Husband & Dad",0,0,0,0,0,0,0,MP,"admin, https://api.army.mil/e2/c/downloads/491380.pdf",DaveGlaser42,y,https://www.linkedin.com/in/davidpglaser?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BRnJqSNxJRa%2BI0x8YNom%2BrQ%3D%3D,,,
NA,MG,Walter,,,Golden,Jr.,7/1/2014,Army,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/walter-golden-986aa130?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3B%2BCjQ1WuTSSuSju64Vh1jSQ%3D%3D,,,
NA,MG,Ryan,F.,,Gonsalves,,5/1/2018,Army,,,,0,0,0,0,0,,,,,,,,rescinded promotion to ltg,https://www.armytimes.com/news/your-army/2018/01/06/army-2-star-loses-promotion-after-calling-congressional-staffer-sweetheart/,
NA,MG,Mark,A.,,Graham,,8/1/2012,Army,mgrahamm2,33224833,Tweets & RT's do not constitute endorsement.,0,0,0,0,1,0,0,FA,http://pmcn.org/wp-content/uploads/2012/11/MG_Graham_Retired-Bio_v6-Oct-12.pdf,,,https://www.linkedin.com/in/mark-graham-94222126?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BrcXJDg5jRxCiRxErWGftfg%3D%3D,,2 dead sons,
NA,MG,William,F.,,Grimsley,,9/1/2013,Army,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/will-grimsley-48b25918?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BPBwWOrQqRaOStJV6RU7j2g%3D%3D,,,
NA,MG,Steven,R.,,Grove,,6/1/2018,Army,stevenrgrove,,"Veteran, Intelligence Professional, Struggling triathlete",0,0,0,0,1,0,0,intel,https://nationalsecurityspeakers.com/major-general-steve-grove-usa-ret/,,,https://www.linkedin.com/in/steve-grove-29bba5158?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BVuuoQdTPRy2oUKx4afExbA%3D%3D,,,
NA,MG,Christopher,K.,,Haas,,3/1/2019,Army,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/christopher-haas-6556b0ab?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BXWODdbXcTeaixhnceqfhKw%3D%3D,,,
NA,MG,Jeffery,W.,,Hammond,,1/1/2011,Army,,,,0,0,0,0,0,,,,,,,,,,
NA,MG,Theodore,C.,,Harrison,,4/1/2018,Army,Hokiedog06,,,0,0,0,0,0,0,0,ADA,https://www.slideshare.net/ArmyContracting/acccg,,,https://www.linkedin.com/in/tedharrisoniii?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BC6xPZtWXRI2q4ONrTnA9Yw%3D%3D,,,
NA,MG,Michael,T.,,Harrison,Sr.,10/1/2014,Army,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/michael-t-harrison-sr-1a112015?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3Bc5URbb0ZR0GEGcRxDHwrSg%3D%3D,"Demoted to 1 star, mishandled sex assault case",http://apps.washingtonpost.com/g/page/world/report-of-investigation-by-the-army-inspector-general-into-maj-gen-michael-t-harrison-sr/961/,
NA,MG,Carla,G.,,Hawley-Bowland,,10/1/2011,Army,,,,0,0,0,0,0,,,,,,,,,,
NA,MG,William,B.,,Hickman,,11/1/2019,Army,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/williambhickman?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BwB%2BVeAjcR7Cf%2BRBoYzEmXA%3D%3D,,,
NA,MG,"Patrick,",,,Higgins,,9/1/2014,Army,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/patrick-higgins-b2466832?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BSvy6mqU0RpGWo17lufUm8A%3D%3D,,,
